"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"8714","Nagaland","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP233/2025-2026/202323","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","31-Oct-2025","H NYAMTO KONYAK","Payment Success","10500000"
"8715","Odisha","Construction of community centers and community halls","WS/MP132/2024-2025/133615","KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA)","Shri Manas Ranjan Mangaraj (2022-28) (2022-2028)","Elected MP","19-Jun-2025","Arun Kumar Dash","Payment Success","500000"
"8716","Uttarakhand","Construction of rooms and halls in school and colleges","WS/MP850/2024-2025/136212","CHAMOLI(DM Chamoli_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","15-Nov-2025","Pritam Singh","Payment Success","224801"
"8717","Uttarakhand","Construction of rooms and halls in school and colleges","WS/MP850/2024-2025/136212","CHAMOLI(DM Chamoli_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","19-Jun-2025","Pritam Singh","Payment Success","269972"
"8718","Rajasthan","Construction of community centers and community halls","WS/MP146/2025-2026/196262","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","22-Jan-2026","SIDDHA CONSTRUCTION COMPANY","Payment Success","774386"
"8719","Rajasthan","Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","WS/MP146/2025-2026/196263","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","22-Jan-2026","SIDDHA CONSTRUCTION COMPANY","Payment Success","817329"
"8720","West Bengal","Street lights","WS/MP888/2025-2026/145088","Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA)","Shri Nagendra Ray (2023-29) (2023-2029)","Elected MP","11-Aug-2026","Tanvi Concrete Industries","Payment Success","2843160"
"8721","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2024-2025/135926","MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","07-Jan-2026","UPDESH KUMAR THEKEDAR","Payment Success","199933"
"8722","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2024-2025/135926","MAINPURI(DISTRICT MAGISTRATE MAINPURI_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","17-Jun-2025","UPDESH KUMAR THEKEDAR","Payment Success","299070"
"8723","Maharashtra","Construction of community centers and community halls","WS/MP18294/2024-2025/134393","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","12-Nov-2025","GRAM PANCHAYAT KUDWA","Payment Success","499980"
"8724","Maharashtra","Construction of community centers and community halls","WS/MP18294/2024-2025/134394","GONDIA(DISTRICT COLLECTOR GONDIA_IDA)","Shri Praful Patel (2024-30) (2024-2030)","Elected MP","12-Nov-2025","GRAM PANCHAYAT KUDWA","Payment Success","499970"
"8725","Punjab","Purchase of mobile water tankers","WS/MP843/2025-2026/231167","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","18-Sep-2025","SKS Group","Payment Success","515000"
"8726","Punjab","Construction of night shelters for homeless","WS/MP141/2024-2025/172982","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","24-Jun-2026","The Jai Shiv Labour and Construction cooperative Society ltd","Payment Success","575051"
"8727","Punjab","Construction of night shelters for homeless","WS/MP141/2024-2025/172982","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","25-Feb-2026","The Jai Shiv Labour and Construction cooperative Society ltd","Payment Success","737862"
"8728","Punjab","Construction of night shelters for homeless","WS/MP141/2024-2025/172982","FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","04-Jul-2025","The Jai Shiv Labour and Construction cooperative Society ltd","Payment Success","525026"
"8729","Assam","Construction of culverts and bridges","WS/MP831/2025-2026/132602","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","27-Feb-2026","Construction of RCC Box culvert at Dhaligaon Village near Damanti Brahma house","Payment Success","250000"
"8730","Assam","Construction of culverts and bridges","WS/MP831/2025-2026/132602","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","03-Jul-2025","Construction of RCC Box culvert at Dhaligaon Village near Damanti Brahma house","Payment Success","750000"
"8731","Maharashtra","Street lights","WS/MP18290/2025-2026/141367","DHULE(DISTRICT COLLECTOR DHULE_IDA)","Shri Chandrakant Damodar Handore (2024-30) (2024-2030)","Elected MP","19-Sep-2025","Indrajeet Shravan Patil","Payment Success","996523"
"8732","Chhattisgarh","Construction of community centers and community halls","WS/MP225/2025-2026/191556","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","02-Feb-2026","GRAM PANCHAYAT BAIJNATH","Payment Success","500000"
"8733","Chhattisgarh","Construction of community centers and community halls","WS/MP225/2025-2026/191556","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jun-2025","GRAM PANCHAYAT BAIJNATH","Payment Success","800000"
"8734","Chhattisgarh","Construction of community centers and community halls","WS/MP225/2025-2026/191556","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","25-Jul-2025","GRAM PANCHAYAT BAIJNATH","Payment Success","700000"
"8735","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/191560","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","19-Jun-2025","GRAM PANCHAYAT CHATA","Payment Success","400000"
"8736","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/191560","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","05-Jan-2026","GRAM PANCHAYAT CHATA","Payment Success","350000"
"8737","Chhattisgarh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP225/2025-2026/191560","Balodabazar-Bhatapara(Collector Baloda Bazar_IDA)","Smt. Ranjeet Ranjan (2022-28) (2022-2028)","Elected MP","02-Feb-2026","GRAM PANCHAYAT CHATA","Payment Success","250000"
"8738","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP197/2024-2025/125985","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Shri Neeraj Shekhar (2020-26) (2020-2026)","Elected MP","04-Jul-2025","RUDRA ASSOCIATES","Payment Success","670681"
"8739","Uttar Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP197/2024-2025/110612","GHAZIPUR(DISTRICT MAGISTRAE GHAZIPUR_IDA)","Shri Neeraj Shekhar (2020-26) (2020-2026)","Elected MP","04-Jul-2025","RUDRA ASSOCIATES","Payment Success","594001"
"8740","Karnataka","Construction of community centers and community halls","WS/MP838/2025-2026/138571","MYSURU(DEPUTY COMMISSIONER MYSORE_IDA)","Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028)","Nominated MP","09-Jul-2025","MANJEGOWDA","Payment Success","375000"
"8741","Telangana","Construction of public libraries and reading rooms","WS/MP846/2025-2026/120796","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Jul-2025","KOYALKAR KISHAN","Payment Success","292502"
"8742","Telangana","Construction of public libraries and reading rooms","WS/MP846/2024-2025/120868","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","08-Jul-2025","LOKAMATHA CONSTRUCTIONS","Payment Success","456018"
"8743","Telangana","Construction of public libraries and reading rooms","WS/MP846/2024-2025/120874","Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA)","Shri Damodar Rao Divakonda (2022-28) (2022-2028)","Elected MP","17-Nov-2025","LOKAMATHA CONSTRUCTIONS","Payment Success","464836"
"8744","Uttar Pradesh","Installation of multi-gym equipment","WS/MP203/2024-2025/162204","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","27-Jun-2025","KANHA KISHORI CONTRACTOR","Payment Success","4261725"
"8745","Uttar Pradesh","Installation of multi-gym equipment","WS/MP203/2024-2025/162204","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","18-Jul-2025","KANHA KISHORI CONTRACTOR","Payment Success","2841150"
"8746","Uttar Pradesh","Installation of multi-gym equipment","WS/MP203/2024-2025/162204","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","18-Nov-2025","KANHA KISHORI CONTRACTOR","Payment Success","4735245"
"8747","Himachal Pradesh","Street lights","WS/MP078/2025-2026/201535","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","03-Jul-2025","GP Manjhiar","Payment Success","37350"
"8748","Himachal Pradesh","Street lights","WS/MP078/2025-2026/201532","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","03-Jul-2025","GP Manjhiar","Payment Success","93375"
"8749","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP078/2025-2026/190486","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","03-Jul-2025","GP Goies","Payment Success","300000"
"8750","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP078/2025-2026/190486","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","27-Jan-2026","GP Goies","Payment Success","150000"
"8751","Tamil Nadu","Setting up of laboratories","WS/MP162/2025-2026/253029","KALLAKURICHI(District Collector Kallakurichi_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","17-Feb-2026","SKYPOWERSYSTEM","Payment Success","609375"
"8752","Tamil Nadu","Setting up of laboratories","WS/MP162/2025-2026/253032","KALLAKURICHI(District Collector Kallakurichi_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","17-Feb-2026","SKYPOWERSYSTEM","Payment Success","609375"
"8753","Tamil Nadu","Setting up of laboratories","WS/MP162/2025-2026/253034","KALLAKURICHI(District Collector Kallakurichi_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","17-Feb-2026","SKYPOWERSYSTEM","Payment Success","609375"
"8754","Tamil Nadu","Setting up of laboratories","WS/MP162/2025-2026/253036","KALLAKURICHI(District Collector Kallakurichi_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","17-Feb-2026","SKYPOWERSYSTEM","Payment Success","609375"
"8755","Tamil Nadu","Setting up of laboratories","WS/MP162/2025-2026/253028","KALLAKURICHI(District Collector Kallakurichi_IDA)","Shri S. Kalyanasundaram (2022-28) (2022-2028)","Elected MP","17-Feb-2026","SKYPOWERSYSTEM","Payment Success","609375"
"8756","Tamil Nadu","Setting up of laboratories","WS/MP18437/2026-2027/261159","SALEM(DISTRICT COLLECTOR SALEM_IDA)","Shri S.R. Sivalingam (2025-31) (2025-2031)","Elected MP","19-May-2026","SKYPOWERSYSTEM","Payment Success","625000"
"8757","Tamil Nadu","Setting up of laboratories","WS/MP18437/2026-2027/261162","SALEM(DISTRICT COLLECTOR SALEM_IDA)","Shri S.R. Sivalingam (2025-31) (2025-2031)","Elected MP","19-May-2026","SKYPOWERSYSTEM","Payment Success","625000"
"8758","Tamil Nadu","Setting up of laboratories","WS/MP18437/2026-2027/261163","SALEM(DISTRICT COLLECTOR SALEM_IDA)","Shri S.R. Sivalingam (2025-31) (2025-2031)","Elected MP","19-May-2026","SKYPOWERSYSTEM","Payment Success","625000"
"8759","Tamil Nadu","Setting up of laboratories","WS/MP18437/2026-2027/261160","SALEM(DISTRICT COLLECTOR SALEM_IDA)","Shri S.R. Sivalingam (2025-31) (2025-2031)","Elected MP","19-May-2026","SKYPOWERSYSTEM","Payment Success","625000"
"8760","Tamil Nadu","Setting up of laboratories","WS/MP18437/2026-2027/261161","SALEM(DISTRICT COLLECTOR SALEM_IDA)","Shri S.R. Sivalingam (2025-31) (2025-2031)","Elected MP","19-May-2026","SKYPOWERSYSTEM","Payment Success","625000"
"8761","Tamil Nadu","Construction of public libraries and reading rooms","WS/MP165/2025-2026/213231","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","17-Jul-2026","PARAMESWARI","Payment Success","1393624"
"8762","Tamil Nadu","Construction of public libraries and reading rooms","WS/MP165/2025-2026/213231","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","Shri P. Chidambaram (2022-28) (2022-2028)","Elected MP","23-Jan-2026","PARAMESWARI","Payment Success","1282308"
"8763","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP189/2025-2026/145902","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","27-Sep-2025","MAA BELHA DEVI ENTERPRISES","Payment Success","2500000"
"8764","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207356","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","368250"
"8765","Jharkhand","Construction of common work sheds/ common covered sitting area","WS/MP18349/2025-2026/207361","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","562500"
"8766","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207358","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","660000"
"8767","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207363","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","594000"
"8768","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207360","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","832500"
"8769","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18349/2025-2026/207362","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Shri Pradip Kumar Varma (2024-30) (2024-2030)","Elected MP","25-Jun-2025","RAHUL KUMAR MISHRA JUNIOR ENGINEER NREP","Payment Success","592500"
"8770","Punjab","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP141/2024-2025/141800","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","26-Jun-2025","Ranesh Chand So Karam Chand Mistri Sadarpur","Payment Success","10900"
"8771","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2024-2025/141802","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-Jul-2025","Kanav Ralhan","Payment Success","21334"
"8772","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2024-2025/141802","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-Jul-2025","Kanav Ralhan","Payment Success","21092"
"8773","Punjab","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP141/2024-2025/141802","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","07-Jul-2025","Kanav Ralhan","Payment Success","24927"
"8774","Assam","Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","WS/MP831/2025-2026/132615","CHIRANG(Deputy Commissioner Chirang_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","03-Jul-2025","Construction of Mini flood control drop at Ulti Paddy field Manglagaon under Bangaldaba VCDC","Payment Success","1125000"
"8775","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/178378","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","03-Jul-2025","ND Modern Public School","Payment Success","240000"
"8776","Uttar Pradesh","Construction of rooms and halls in school and colleges","WS/MP18387/2025-2026/178378","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","15-Sep-2025","ND Modern Public School","Payment Success","160000"
"8777","Himachal Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP18304/2024-2025/157335","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","11-Jul-2025","GRAM PANCHAYAT JATKARI","Payment Success","150000"
"8778","Jammu And Kashmir","Construction of common work sheds/ common covered sitting area","WS/MP839/2024-2025/152775","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","17-Jul-2025","Muthair Ahmed","Payment Success","1313000"
"8779","Rajasthan","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP146/2024-2025/146661","Gangapurcity(DISTRICT COLLECTOR Gangapur City_IDA)","Shri Mukul Wasnik (2022-28) (2022-2028)","Elected MP","08-Aug-2025","indrajeet","Payment Success","7250"
"8780","Kerala","Lighting of public spaces","WS/MP102/2025-2026/258773","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","31-Aug-2026","Multiline Ventures","Payment Success","243943"
"8781","Rajasthan","Improvement of electricity distribution infrastructure","WS/MP18298/2025-2026/183119","PALI(DISTRICT COLLECTOR PALI_IDA)","Shri Madan Rathore (2024-30) (2024-2030)","Elected MP","08-Jul-2025","AEN JDVVNL RURAL PALI","Payment Success","450000"
"8782","Uttar Pradesh","Construction of footpaths and pedestrian ways","WS/MP186/2024-2025/141256","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","29-Jun-2026","MS SAGAR ENTERPRISES PATEHRA DEEP NAGAR MIRZAPUR","Payment Success","603564"
"8783","Uttar Pradesh","Street lights","WS/MP186/2024-2025/141375","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","13-Nov-2025","MS SAGAR ENTERPRISES PATEHRA DEEP NAGAR MIRZAPUR","Payment Success","119124"
"8784","Uttar Pradesh","Construction of footpaths and pedestrian ways","WS/MP186/2024-2025/141256","MIRZAPUR(DISTRICT MAGISTRATE MIRZAPUR_IDA)","Shri Arun Singh (2020-26) (2020-2026)","Elected MP","09-Jul-2025","MS SAGAR ENTERPRISES PATEHRA DEEP NAGAR MIRZAPUR","Payment Success","753338"
"8785","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2026-2027/293122","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","10-Aug-2026","SUBASH PATEL","Payment Success","975000"
"8786","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2025-2026/192441","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","10-Oct-2025","SUBASH PATEL","Payment Success","148900"
"8787","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192236","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","10-Oct-2025","SUBASH PATEL","Payment Success","247000"
"8788","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2025-2026/197580","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","09-Dec-2025","SUBASH PATEL","Payment Success","120000"
"8789","Madhya Pradesh","Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","WS/MP106/2025-2026/213109","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","09-Dec-2025","SUBASH PATEL","Payment Success","150000"
"8790","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192236","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jul-2025","SUBASH PATEL","Payment Success","1000000"
"8791","Madhya Pradesh","Providing drains and gutters for public drainage","WS/MP107/2025-2026/192441","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jul-2025","SUBASH PATEL","Payment Success","600000"
"8792","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP106/2025-2026/197580","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","16-Jan-2026","SUBASH PATEL","Payment Success","100000"
"8793","Madhya Pradesh","Construction of buildings for crèches and anganwadies","WS/MP106/2026-2027/275527","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Shri Vivek K. Tankha (2022-28) (2022-2028)","Elected MP","27-Jul-2026","SUBASH PATEL","Payment Success","100000"
"8794","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192235","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","10-Oct-2025","AYUSH PATEL","Payment Success","248000"
"8795","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP107/2025-2026/192235","JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA)","Smt. Sumitra Balmik (2022-28) (2022-2028)","Elected MP","03-Jul-2025","AYUSH PATEL","Payment Success","200970"
"8796","Madhya Pradesh","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18316/2025-2026/166112","NARMADAPURAM(DISTRICT COLLECTOR NARMADAPURAM_IDA)","Smt. Maya Naroliya (2024-30) (2024-2030)","Elected MP","04-Jul-2025","Sarpanch Gram Panchayat Rehada","Payment Success","280000"
"8797","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2024-2025/135348","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","02-Jul-2025","JOHAN MASIH","Payment Success","80158"
"8798","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2024-2025/135348","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","08-Jan-2026","JOHAN MASIH","Payment Success","66000"
"8799","Punjab","Construction of rooms and halls in school and colleges","WS/MP140/2024-2025/135348","KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","06-Jul-2026","JOHAN MASIH","Payment Success","30000"
"8800","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191274","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","899994"
"8801","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193530","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","999998"
"8802","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193544","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","649979"
"8803","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/193526","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","949995"
"8804","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191271","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","1099998"
"8805","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191269","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","1099998"
"8806","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191270","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","1049994"
"8807","Uttar Pradesh","Lighting of public spaces","WS/MP849/2025-2026/191277","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","04-Jul-2025","MB GROUP","Payment Success","1099998"
