"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"23864","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","155032"
"23865","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","155636"
"23866","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","156164"
"23867","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","154694"
"23868","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","154394"
"23869","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","162589"
"23870","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","153820"
"23871","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","154391"
"23872","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","194624"
"23873","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","06-May-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","154516"
"23874","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","89390"
"23875","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","87282"
"23876","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","90212"
"23877","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","88435"
"23878","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","82587"
"23879","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","29-Jul-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","82303"
"23880","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","08-Jun-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","156429"
"23881","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","08-Jun-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","156237"
"23882","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","08-Jun-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","156706"
"23883","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","08-Jun-2024","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","156472"
"23884","Uttar Pradesh","Installing community drinking water plants","WS/MP203/2023-2024/10747","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","30-Nov-2023","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","3000972"
"23885","Uttar Pradesh","Installing community drinking water plants","WS/MP203/2023-2024/10747","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","04-Jan-2025","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","2000710"
"23886","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","04-Jan-2025","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","889839"
"23887","Uttar Pradesh","Construction of bus-sheds or bus-stops","WS/MP203/2023-2024/10748","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","20-Jan-2025","SANSKRITI AGROSCIENCE PRIVATE LIMITED","Payment Success","5002096"
"23888","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81629","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","20-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23889","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81623","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23890","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81624","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23891","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81625","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23892","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81626","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23893","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81153","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23894","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81154","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23895","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81141","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23896","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81143","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23897","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81144","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23898","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81145","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23899","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81146","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23900","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81147","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23901","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81148","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23902","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81149","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23903","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81150","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23904","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81151","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23905","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81152","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23906","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81155","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23907","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81156","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23908","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81157","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23909","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81621","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","19-Nov-2024","BALAJI SUPPLIER","Payment Success","178067"
"23910","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81629","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208682"
"23911","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81630","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208681"
"23912","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81631","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208682"
"23913","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81633","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208682"
"23914","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81142","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23915","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81143","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23916","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81144","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23917","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81145","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23918","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81146","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23919","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81147","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23920","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81148","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23921","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81149","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23922","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81150","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23923","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81151","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23924","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81152","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23925","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81153","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23926","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81154","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23927","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81155","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23928","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81156","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23929","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81157","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23930","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81621","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23931","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81622","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23932","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81623","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23933","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81624","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23934","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81625","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23935","Uttar Pradesh","Lighting of public spaces","WS/MP192/2023-2024/81626","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","01-Aug-2024","BALAJI SUPPLIER","Payment Success","481715"
"23936","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/81627","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","735067"
"23937","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/81628","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","735067"
"23938","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81630","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23939","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81631","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23940","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81632","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23941","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81633","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23942","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81637","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","18-Sep-2024","BALAJI SUPPLIER","Payment Success","594678"
"23943","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81637","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208682"
"23944","Uttar Pradesh","Installation of multi-gym equipment","WS/MP192/2023-2024/81632","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","208682"
"23945","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/81628","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","248719"
"23946","Uttar Pradesh","Installing community drinking water plants","WS/MP192/2023-2024/81627","GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR)","Shri Surendra Singh Nagar (2022-28) (2022-2028)","Elected MP","08-Jan-2026","BALAJI SUPPLIER","Payment Success","248719"
"23947","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/203590","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","20-Dec-2025","Balvir Agriculture corporation","Payment Success","365800"
"23948","Punjab","Purchase of mobile water tankers","WS/MP140/2024-2025/136496","LUDHIANA(DEPUTY COMMISSIONER LUDHIANA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","16-Dec-2025","Balvir Agriculture corporation","Payment Success","336300"
"23949","Punjab","Purchase of mobile water tankers","WS/MP140/2026-2027/291483","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","13-Jul-2026","Balvir Agriculture corporation","Payment Success","360000"
"23950","Punjab","Purchase of mobile water tankers","WS/MP140/2026-2027/291484","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","07-Aug-2026","Balvir Agriculture corporation","Payment Success","36000"
"23951","Punjab","Purchase of mobile water tankers","WS/MP140/2026-2027/291484","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","10-Jul-2026","Balvir Agriculture corporation","Payment Success","324000"
"23952","Punjab","Purchase of mobile water tankers","WS/MP140/2025-2026/249978","JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","10-Mar-2026","Balvir Agriculture corporation","Payment Success","365800"
